2017 NAICS,2017 NAICS TITLE,ISIC,ISIC TITLE,Explanatory Notes
333910,Pump and compressor manufacturing,2819,Manufacture of other general-purpose machinery,"Spraying and dusting equipment (except agricultural type), manufacturing"
333920,Material handling equipment manufacturing,2816,Manufacture of lifting and handling equipment,"Overhead traveling cranes, hoists and monorail systems; elevators and conveying equipment (except mine), manufacturing"
333920,Material handling equipment manufacturing,2824,"Manufacture of machinery for mining, quarrying and construction","Mine conveyors, manufacturing"
333920,Material handling equipment manufacturing,3020,Manufacture of railway locomotives and rolling stock,"Locomotive cranes, manufacturing"
333920,Material handling equipment manufacturing,3099,Manufacture of other transport equipment n.e.c.,"Non-powered material handling equipment, manufacturing"
333990,All other general-purpose machinery manufacturing,2599,Manufacture of other fabricated metal products n.e.c.,"Welding electrodes, welding wire and rod, industrial bellows, manufacturing"
333990,All other general-purpose machinery manufacturing,2651,"Manufacture of measuring, testing, navigating and control equipment","Laboratory scales and balances, incubators, and miscellaneous measuring devices for laboratories, manufacturing"
333990,All other general-purpose machinery manufacturing,2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","Arc welding transformers, manufacturing"
333990,All other general-purpose machinery manufacturing,2790,Manufacture of other electrical equipment,"Welding, soldering, and brazing equipment, electrical, manufacturing"
333990,All other general-purpose machinery manufacturing,2812,Manufacture of fluid power equipment,"Hydrostatic transmissions, fluid power motors, pumps, hydraulic cylinders, actuators, manufacturing"
333990,All other general-purpose machinery manufacturing,2815,"Manufacture of ovens, furnaces and furnace burners","Industrial furnaces and ovens and cremating ovens, manufacturing"
333990,All other general-purpose machinery manufacturing,2816,Manufacture of lifting and handling equipment,"Hydraulic or pneumatic jacks, and bridge and gate machinery, manufacturing"
333990,All other general-purpose machinery manufacturing,2818,Manufacture of power-driven hand tools,"Hand-held power-driven machines (e.g., buffers, chain saws, drills), manufacturing"
333990,All other general-purpose machinery manufacturing,2819,Manufacture of other general-purpose machinery,"General industrial machinery, n.e.c. (e.g., baling and food packaging machinery, centrifuges, hydrogen generators, scales (except laboratory), fire sprinkler systems), manufacturing"
333990,All other general-purpose machinery manufacturing,2829,Manufacture of other special-purpose machinery,"Balancing equipment (except wheel), manufacturing; aircraft carrier catapults (aircraft launching gear), manufacturing"
333990,All other general-purpose machinery manufacturing,3250,Manufacture of medical and dental instruments and supplies,"Laboratory centrifuges, manufacturing"
334110,Computer and peripheral equipment manufacturing,2620,Manufacture of computers and peripheral equipment,
334110,Computer and peripheral equipment manufacturing,2670,Manufacture of optical instruments and photographic equipment,"Digital cameras, manufacturing"
334210,Telephone apparatus manufacturing,2630,Manufacture of communication equipment,"Telephone apparatus, manufacturing"
334220,Radio and television broadcasting and wireless communications equipment manufacturing,2630,Manufacture of communication equipment,"Except GPS and communication satellites, manufacturing"
334220,Radio and television broadcasting and wireless communications equipment manufacturing,2651,"Manufacture of measuring, testing, navigating and control equipment","Global positioning systems (GPS) equipment, manufacturing"
334220,Radio and television broadcasting and wireless communications equipment manufacturing,3030,Manufacture of air and spacecraft and related machinery,"Communications satellites, manufacturing"
334290,Other communications equipment manufacturing,2630,Manufacture of communication equipment,"Alarm system central monitoring equipment, burglar alarm systems, fire detection alarm systems; radio and infrared remote control devices (e.g., garage door, television), manufacturing"
334290,Other communications equipment manufacturing,2651,"Manufacture of measuring, testing, navigating and control equipment","Motion detectors; motion detecting systems (e.g., burglar, swimming pool motion alarms, and similar), manufacturing"
334290,Other communications equipment manufacturing,2790,Manufacture of other electrical equipment,"Street light controlling equipment, alarm systems, and traffic signalling equipment, manufacturing"
334290,Other communications equipment manufacturing,3020,Manufacture of railway locomotives and rolling stock,"Manufacture of mechanical and electromechanical signalling, safety and traffic control equipment for railways, tramways, inland waterways, roads, parking facilities, airfields etc"
334310,Audio and video equipment manufacturing,2640,Manufacture of consumer electronics,"Audio and video equipment (including jukeboxes), manufacturing"
334410,Semiconductor and other electronic component manufacturing,2610,Manufacture of electronic components and boards,
334511,Navigational and guidance instruments manufacturing,2651,"Manufacture of measuring, testing, navigating and control equipment","Navigational and guidance instruments, manufacturing"
334512,"Measuring, medical and controlling devices manufacturing",2651,"Manufacture of measuring, testing, navigating and control equipment","Environmental controls, fluid meters and counting devices, instruments to measure electricity, analytical instruments, other measuring and controlling devices, manufacturing; pulse (i.e., signal) generators, manufacturing; industrial process control equipment"
334512,"Measuring, medical and controlling devices manufacturing",2652,Manufacture of watches and clocks,
334512,"Measuring, medical and controlling devices manufacturing",2660,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",
334610,Manufacturing and reproducing magnetic and optical media,1820,Reproduction of recorded media,
334610,Manufacturing and reproducing magnetic and optical media,2680,Manufacture of magnetic and optical media,
335110,Electric lamp bulb and parts manufacturing,2740,Manufacture of electric lighting equipment,"Electric lamp bulb and parts, manufacturing"
335120,Lighting fixture manufacturing,1399,Manufacture of other textiles n.e.c.,"Incandescent mantles, manufacturing"
335120,Lighting fixture manufacturing,2740,Manufacture of electric lighting equipment,"Lighting fixtures (except lamp bulbs and tubes; and motor vehicle lighting fixtures); electric Christmas tree light sets, fireplace decorative light-units, insect lamps and Christmas tree ornaments, electric, manufacturing"
335120,Lighting fixture manufacturing,2790,Manufacture of other electrical equipment,"Bug zappers without light, manufacturing"
335210,Small electrical appliance manufacturing,2750,Manufacture of domestic appliances,"Small electrical appliance, manufacturing"
335223,Major kitchen appliance manufacturing,2750,Manufacture of domestic appliances,"Major kitchen appliances, manufacturing"
335229,Other major appliance manufacturing,2750,Manufacture of domestic appliances,"Major household appliances (except kitchen), manufacturing"
335311,"Power, distribution and specialty transformers manufacturing",2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","Power, distribution and specialty transformers, manufacturing"
335312,Motor and generator manufacturing,2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","Motor and generator, manufacturing"
335315,"Switchgear and switchboard, and relay and industrial control apparatus manufacturing",2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","Switchgear and switchboard apparatus; relays and industrial controls, manufacturing"
335315,"Switchgear and switchboard, and relay and industrial control apparatus manufacturing",2790,Manufacture of other electrical equipment,"Electromagnetic brakes and clutches; control panels, manufacturing"
335910,Battery manufacturing,2720,Manufacture of batteries and accumulators,"Battery, manufacturing"
335920,Communication and energy wire and cable manufacturing,2731,Manufacture of fibre optic cables,
335920,Communication and energy wire and cable manufacturing,2732,Manufacture of other electronic and electric wires and cables,Insulating purchased wire
335930,Wiring device manufacturing,2733,Manufacture of wiring devices,
335990,All other electrical equipment and component manufacturing,2399,Manufacture of other non-metallic mineral products n.e.c.,"Electrical carbon and graphite products; solenoids and coil windings; electric door opening and closing devices; electric equipment and supplies n.e.c., manufacturing"
